;;;;Temp;Hi;Low;Out;Dew;Wind;Wind;Wind;Hi;Hi;Wind;Heat;THW;THSW;;;Rain;Solar;Solar;Hi Solar;UV ;UV ;Hi ;Heat;Cool;In ;In;In ;In ;;Wind;Wind;ISS ;Arc,
Mes;dia;Date;Time;Out;Temp;Temp;Hum;Pt,;Speed;Dir;Run;Speed;Dir;Chill;Index;Index;Index;Bar  ;Rain;Rate;Rad,;Energy;Rad, ;Index;Dose;UV ;D-D ;D-D ;Temp;Hum;Dew;Heat;ET ;Samp;Tx ;Recept;Int,
Octubre;9;9/10/2014;18:00:00;27,2;27,9;27,2;0;---;0;---;0;0;---;27,2;24,7;24,7;---;1009,2;0;0;4;0,17;19;0;0;0;0;0,184;27,3;75;22,5;29,9;0,002;699;1;100;30
Octubre;9;9/10/2014;18:30:00;26;27,2;26;0;---;0;---;0;0;---;26;23,6;23,6;---;1009,5;0;0;0;0;0;0;0;0;0;0,16;27,3;75;22,5;29,9;0;701;1;100;30
Octubre;9;9/10/2014;19:00:00;25,7;26;25,7;0;---;0;---;0;0;---;25,7;23,2;23,2;---;1010,2;0;0;0;0;0;0;0;0;0;0,153;27,2;75;22,4;29,7;0,004;702;1;100;30
Octubre;9;9/10/2014;19:30:00;25,3;25,7;25,3;0;---;0;---;0;0;---;25,3;22,9;22,9;---;1010,7;0;0;0;0;0;0;0;0;0;0,146;27;75;22,2;29,3;0;700;1;100;30
Octubre;9;9/10/2014;20:00:00;24,9;25,3;24,9;0;---;0;---;0;0;---;24,9;22,5;22,5;---;1011,1;0;0;0;0;0;0;0;0;0;0,138;26,9;76;22,4;29,3;0,004;702;1;100;30
Octubre;9;9/10/2014;20:30:00;24,8;24,9;24,8;0;---;0;---;0;0;---;24,8;22,3;22,3;---;1011,5;0;0;0;0;0;0;0;0;0;0,134;26,8;76;22,2;29,1;0;701;1;100;30
Octubre;9;9/10/2014;21:00:00;24,7;24,8;24,7;0;---;0;---;0;0;---;24,7;22,2;22,2;---;1011,8;0;0;0;0;0;0;0;0;0;0,132;26,7;76;22,1;28,9;0,004;699;1;100;30
Octubre;9;9/10/2014;21:30:00;24,6;24,7;24,6;0;---;0;---;0;0;---;24,6;22,1;22,1;---;1012,1;0;0;0;0;0;0;0;0;0;0,131;26,5;76;21,9;28,5;0;701;1;100;30
Octubre;9;9/10/2014;22:00:00;24,7;24,8;24,6;0;---;0;---;0;0;---;24,7;22,3;22,3;---;1012,3;0;0;0;0;0;0;0;0;0;0,133;26,5;76;21,9;28,5;0,004;699;1;100;30
Octubre;9;9/10/2014;22:30:00;24,7;24,8;24,7;0;---;0;---;0;0;---;24,7;22,3;22,3;---;1012,4;0;0;0;0;0;0;0;0;0;0,133;26,4;76;21,8;28,3;0;701;1;100;30
Octubre;9;9/10/2014;23:00:00;24,8;24,8;24,7;0;---;0;---;0;0;---;24,8;22,3;22,3;---;1012,1;0;0;0;0;0;0;0;0;0;0,134;26,4;76;21,8;28,3;0,004;700;1;100;30
Octubre;9;9/10/2014;23:30:00;24,8;24,8;24,8;0;---;0;---;0;0;---;24,8;22,4;22,4;---;1011,9;0;0;0;0;0;0;0;0;0;0,135;26,4;76;21,8;28,3;0;698;1;100;30
Octubre;10;10/10/2014;0:00:00;24,8;24,8;24,8;0;---;0;---;0;0;---;24,8;22,3;22,3;---;1011,6;0;0;0;0;0;0;0;0;0;0,134;26,3;76;21,7;28,1;0,004;700;1;100;30
Octubre;10;10/10/2014;0:30:00;24,7;24,8;24,7;0;---;0;---;0;0;---;24,7;22,3;22,3;---;1011,4;0;0;0;0;0;0;0;0;0;0,133;26,3;76;21,7;28,1;0;699;1;100;30
Octubre;10;10/10/2014;1:00:00;24,8;24,8;24,7;0;---;0;---;0;0;---;24,8;22,3;22,3;---;1010,9;0;0;0;0;0;0;0;0;0;0,134;26,3;76;21,7;28,1;0,004;702;1;100;30
Octubre;10;10/10/2014;1:30:00;24,7;24,8;24,7;0;---;0;---;0;0;---;24,7;22,2;22,2;---;1010,6;0;0;0;0;0;0;0;0;0;0,132;26,3;77;21,9;28,2;0;701;1;100;30
Octubre;10;10/10/2014;2:00:00;24,8;24,8;24,7;0;---;0;---;0;0;---;24,8;22,3;22,3;---;1010,4;0;0;0;0;0;0;0;0;0;0,134;26,2;77;21,9;28,1;0,004;698;1;100;30
Octubre;10;10/10/2014;2:30:00;24,8;24,8;24,7;0;---;0;---;0;0;---;24,8;22,3;22,3;---;1010,4;0;0;0;0;0;0;0;0;0;0,134;26,2;77;21,9;28,1;0;702;1;100;30
Octubre;10;10/10/2014;3:00:00;24,8;24,8;24,7;0;---;0;---;0;0;---;24,8;22,3;22,3;---;1010,1;0;0;0;0;0;0;0;0;0;0,134;26,2;77;21,9;28,1;0,004;700;1;100;30
Octubre;10;10/10/2014;3:30:00;24,7;24,8;24,7;0;---;0;---;0;0;---;24,7;22,3;22,3;---;1010,1;0;0;0;0;0;0;0;0;0;0,133;26,2;77;21,9;28,1;0;701;1;100;30
Octubre;10;10/10/2014;4:00:00;24,7;24,7;24,7;0;---;0;---;0;0;---;24,7;22,2;22,2;---;1010,1;0;0;0;0;0;0;0;0;0;0,132;26,1;77;21,8;27,9;0,004;702;1;100;30
Octubre;10;10/10/2014;4:30:00;24,5;24,7;24,5;0;---;0;---;0;0;---;24,5;22;22;---;1010,3;0;0;0;0;0;0;0;0;0;0,128;26,1;77;21,8;27,9;0;701;1;100;30
Octubre;10;10/10/2014;5:00:00;24,3;24,5;24,3;0;---;0;---;0;0;---;24,3;21,8;21,8;---;1010,2;0;0;0;0;0;0;0;0;0;0,125;26,1;77;21,8;27,9;0,004;699;1;100;30
Octubre;10;10/10/2014;5:30:00;24;24,3;24;0;---;0;---;0;0;---;24;21,4;21,4;---;1010,3;0;0;0;0;0;0;0;0;0;0,118;26;77;21,7;27,8;0;700;1;100;30
Octubre;10;10/10/2014;6:00:00;23,8;24;23,8;0;---;0;---;0;0;---;23,8;21,2;21,2;---;1010,6;0;0;2;0,09;9;0;0;0;0;0,113;25,9;77;21,5;27,7;0,001;698;1;100;30
Octubre;10;10/10/2014;6:30:00;23,8;23,8;23,7;0;---;0;---;0;0;---;23,8;21,2;21,2;---;1011;0;0;25;1,08;47;0;0;0;0;0,113;25,9;78;21,8;27,7;0;700;1;100;30
Octubre;10;10/10/2014;7:00:00;24,6;24,6;23,8;0;---;0;---;0;0;---;24,6;22,1;22,1;---;1011,7;0;0;77;3,31;90;0;0;0;0;0,13;25,9;78;21,8;27,7;0,002;700;1;100;30
Octubre;10;10/10/2014;7:30:00;25,1;25,1;24,6;0;---;0;---;0;0;---;25,1;22,7;22,7;---;1012;0;0;84;3,61;109;0;0;0;0;0,141;26;78;21,9;27,9;0;701;1;100;30
Octubre;10;10/10/2014;8:00:00;27;27;25,1;0;---;0;---;0;0;---;27;24,5;24,5;---;1012,5;0;0;87;3,74;120;0;0;0;0;0,181;26,5;81;23;29;0,003;699;1;100;30
Octubre;10;10/10/2014;8:30:00;27,8;27,8;27;8;-9,5;0;---;0;0;---;27,8;25,4;25,4;27,7;1012,9;0;0;206;8,86;367;0,7;0,15;1,4;0;0,197;26,6;82;23,3;29,3;0;698;1;100;30
Octubre;10;10/10/2014;9:00:00;28,8;28,9;27,7;27;7,9;0;---;0;0;---;28,8;27,6;27,6;34,7;1013,1;0;0;413;17,76;580;2;0,43;2,4;0;0,218;26,5;79;22,6;28,8;0,009;702;1;100;30
Octubre;10;10/10/2014;9:30:00;28,9;29,1;28,6;31;10,1;0;---;0;0;---;28,9;28,1;28,1;34,7;1013,2;0;0;395;16,99;519;2,6;0,56;3,1;0;0,22;26,6;79;22,7;29;0;703;1;100;30
Octubre;10;10/10/2014;10:00:00;30,1;30,1;28,9;40;15;0;---;0;0;---;30,1;30,2;30,2;39,8;1013,1;0;0;536;23,05;717;4,2;0,9;5,8;0;0,244;25,7;56;16,2;26;0,013;695;1;100;30
Octubre;10;10/10/2014;10:30:00;30,1;30,1;29,8;48;17,8;0;NW;0;1,8;NW;30,1;31,1;31,1;40,6;1012,8;0;0;532;22,88;657;4,6;0,99;5,8;0;0,244;24,9;46;12,5;24,7;0;698;1;100;30
Octubre;10;10/10/2014;11:00:00;30,2;30,3;30;45;16,9;0;NNW;0;1,8;NNW;30,2;30,9;30,9;40,1;1012,3;0;0;525;22,58;628;5;1,07;6,1;0;0,247;24,7;44;11,6;24,4;0,014;703;1;100;30
Octubre;10;10/10/2014;11:30:00;30,4;30,7;30,2;51;19,2;0;NW;0;2,2;NNW;30,4;32,3;32,3;39,5;1011,7;0;0;419;18,02;1041;5;1,07;9,3;0;0,252;25,3;57;16,1;25,6;0;696;1;100;30
Octubre;10;10/10/2014;12:00:00;29,8;30,4;29,7;26;8,3;0;NW;0;1,3;NW;29,8;28,5;28,5;32,1;1011;0,02;0,19;233;10,02;417;2;0,43;7,4;0;0,24;26,7;69;20,6;28,2;0,011;700;1;100;30
Octubre;10;10/10/2014;12:30:00;28,8;29,9;28,8;23;5,6;0;NNE;0;1,8;NNE;28,8;27,3;27,3;32,8;1010,5;0;0;350;15,05;800;3,2;0,69;5,7;0;0,219;27;71;21,3;28,8;0;697;1;100;30
Octubre;10;10/10/2014;13:00:00;28,3;28,8;28,1;18;1,7;0;NNE;0;1,8;NNE;28,3;26,5;26,5;29,9;1009,9;0,01;0;256;11,01;338;2,1;0,45;4,4;0;0,207;26,2;52;15,6;26,4;0,009;698;1;100;30
Octubre;10;10/10/2014;13:30:00;29,9;29,9;28,3;37;13,7;0;ENE;0;0,4;SE;29,9;29,8;29,8;40,2;1009,1;0;0;533;22,92;995;4,5;0,96;7;0;0,242;26,3;62;18,4;27,1;0;691;1;100;30
Octubre;10;10/10/2014;14:00:00;31,1;31,2;29,9;57;21,5;0;NE;0;0,9;ENE;31,1;34,3;34,3;52,7;1008,7;0;0;837;36;1039;5,7;1,22;6,9;0;0,265;26,6;66;19,7;27,8;0,019;697;1;100;30
Octubre;10;10/10/2014;14:30:00;32,1;32,1;31,1;58;22,8;0;NW;0;1,8;NW;32,1;36,7;36,7;53,1;1008,2;0;0;713;30,66;838;4,2;0,9;5,2;0;0,286;27;64;19,6;28,2;0;699;1;100;30
Octubre;10;10/10/2014;15:00:00;32,4;32,6;32,1;58;23,1;0;NW;0;0,4;NW;32,4;37,6;37,6;53,2;1008;0;0;646;27,78;701;3;0,64;3,7;0;0,293;27,1;56;17,6;27,7;0,017;700;1;100;30
Octubre;10;10/10/2014;15:30:00;32,2;32,7;32,1;59;23,1;0;NNW;0;1,8;NNW;32,2;37,3;37,3;42,4;1008;0;0;506;21,76;612;1,7;0,36;2,3;0;0,288;27,2;56;17,7;27,8;0;698;1;100;30
Octubre;10;10/10/2014;16:00:00;31,8;32,2;31,8;57;22,3;0,4;NNW;0,8;2,2;NW;31,8;36;36;39,9;1008;0;0;409;17,59;455;0,6;0,13;1,2;0;0,281;27,2;56;17,7;27,8;0,013;700;1;100;30
Octubre;10;10/10/2014;16:30:00;31,1;31,8;31,1;56;21,2;0,4;NW;0,8;3,6;NNW;31,1;34,1;34,1;36,4;1008;0;0;284;12,21;415;0;0;0;0;0,265;29,5;66;22,5;33,2;0;692;1;100;30
Octubre;10;10/10/2014;17:00:00;29,6;31,1;29,6;44;16,1;0;NE;0;1,8;NNE;29,6;30,1;30,1;30,5;1008,1;0;0;151;6,49;271;0;0;0;0;0,235;30,1;65;22,8;34,2;0,006;700;1;100;30
Octubre;10;10/10/2014;17:30:00;28,5;29,6;28,5;45;15,4;0;NE;0;1,3;NE;28,5;28,9;28,9;28;1008,3;0;0;46;1,98;81;0;0;0;0;0,212;30,2;65;22,9;34,5;0;696;1;100;30
Octubre;10;10/10/2014;18:00:00;28,2;28,5;28,1;39;12,9;0;---;0;0;---;28,2;27,8;27,8;26,3;1008,5;0;0;4;0,17;16;0;0;0;0;0,205;30,2;66;23,1;34,7;0,001;702;1;100;30
Octubre;10;10/10/2014;18:30:00;27,7;28,2;27,7;39;12,5;0;---;0;0;---;27,7;27,3;27,3;25,7;1008,8;0;0;0;0;0;0;0;0;0;0,196;29,9;66;22,9;34,2;0;700;1;100;30
Octubre;10;10/10/2014;19:00:00;27,4;27,8;27,4;26;6,2;0;---;0;0;---;27,4;26,1;26,1;24,2;1009;0;0;0;0;0;0;0;0;0;0,189;29,7;67;22,9;33,9;0,003;700;1;100;30
Octubre;10;10/10/2014;19:30:00;27,1;27,6;27,1;9;-8,6;0;---;0;0;---;27,1;24,8;24,8;22,3;1010;0;0;0;0;0;0;0;0;0;0,182;29,4;68;22,9;33,3;0;699;1;100;30
Octubre;10;10/10/2014;20:00:00;27,1;27,2;27,1;0;---;0;---;0;0;---;27,1;24,6;24,6;---;1010,9;0;0;0;0;0;0;0;0;0;0,183;29,2;68;22,7;32,9;0,004;697;1;100;30
Octubre;10;10/10/2014;20:30:00;26,8;27,1;26,8;0;---;0;---;0;0;---;26,8;24,3;24,3;---;1011,2;0;0;0;0;0;0;0;0;0;0,176;28,9;69;22,7;32,7;0;701;1;100;30
Octubre;10;10/10/2014;21:00:00;26,8;27;26,8;2;-26,6;0;---;0;0;---;26,8;24,4;24,4;21,6;1011,6;0;0;0;0;0;0;0;0;0;0,177;28,8;69;22,6;32,4;0,004;702;1;100;30
Octubre;10;10/10/2014;21:30:00;26,8;26,9;26,8;0;---;0;---;0;0;---;26,8;24,4;24,4;---;1011,8;0;0;0;0;0;0;0;0;0;0,177;28,6;69;22,4;31,8;0;700;1;100;30
Octubre;10;10/10/2014;22:00:00;26,7;26,8;26,7;0;---;0;---;0;0;---;26,7;24,3;24,3;---;1011,8;0;0;0;0;0;0;0;0;0;0,175;28,5;70;22,5;31,8;0,004;702;1;100;30
Octubre;10;10/10/2014;22:30:00;26,4;26,8;26,4;0;---;0;---;0;0;---;26,4;24;24;---;1011,8;0;0;0;0;0;0;0;0;0;0,169;28,4;70;22,4;31,4;0;698;1;100;30
Octubre;10;10/10/2014;23:00:00;26,4;26,5;26,4;0;---;0;---;0;0;---;26,4;24;24;---;1011,4;0;0;0;0;0;0;0;0;0;0,169;28,2;70;22,2;31;0,004;700;1;100;30
Octubre;10;10/10/2014;23:30:00;26,2;26,4;26,2;0;---;0;---;0;0;---;26,2;23,7;23,7;---;1011,6;0;0;0;0;0;0;0;0;0;0,163;28,1;70;22,1;30,8;0;702;1;100;30
Octubre;11;11/10/2014;0:00:00;25,8;26,2;25,8;0;---;0;---;0;0;---;25,8;23,4;23,4;---;1011,5;0;0;0;0;0;0;0;0;0;0,156;27,9;70;22;30,5;0,004;699;1;100;30
Octubre;11;11/10/2014;0:30:00;25,7;25,8;25,7;0;---;0;---;0;0;---;25,7;23,2;23,2;---;1011,2;0;0;0;0;0;0;0;0;0;0,153;27,8;71;22,1;30,4;0;649;1;94,9;30
Octubre;11;11/10/2014;1:00:00;25,5;25,7;25,5;0;---;0;---;0;0;---;25,5;23,1;23,1;---;1010,9;0;0;0;0;0;0;0;0;0;0,149;27,8;71;22;30,3;0,004;699;1;100;30
Octubre;11;11/10/2014;1:30:00;25,4;25,5;25,4;0;---;0;---;0;0;---;25,4;22,9;22,9;---;1010,6;0;0;0;0;0;0;0;0;0;0,147;27,7;72;22,2;30,2;0;701;1;100;30
Octubre;11;11/10/2014;2:00:00;25,3;25,4;25,3;0;---;0;---;0;0;---;25,3;22,8;22,8;---;1010,4;0;0;0;0;0;0;0;0;0;0,145;27,6;72;22,1;30;0,004;701;1;100;30
Octubre;11;11/10/2014;2:30:00;25,3;25,4;25,3;0;---;0;---;0;0;---;25,3;22,8;22,8;---;1010,3;0;0;0;0;0;0;0;0;0;0,145;27,4;72;21,9;29,8;0;701;1;100;30
Octubre;11;11/10/2014;3:00:00;25,3;25,3;25,3;0;---;0;---;0;0;---;25,3;22,9;22,9;---;1010,1;0;0;0;0;0;0;0;0;0;0,146;27,4;72;21,9;29,8;0,004;701;1;100;30
Octubre;11;11/10/2014;3:30:00;25,3;25,3;25,2;0;---;0;---;0;0;---;25,3;22,8;22,8;---;1010,1;0;0;0;0;0;0;0;0;0;0,145;27,3;73;22,1;29,7;0;701;1;100;30
Octubre;11;11/10/2014;4:00:00;25,2;25,3;25,2;0;---;0;---;0;0;---;25,2;22,8;22,8;---;1010,3;0;0;0;0;0;0;0;0;0;0,144;27,3;73;22,1;29,7;0,004;701;1;100;30
Octubre;11;11/10/2014;4:30:00;25,4;25,4;25,2;0;---;0;---;0;0;---;25,4;22,9;22,9;---;1010,3;0;0;0;0;0;0;0;0;0;0,147;27,2;73;22;29,4;0;700;1;100;30
Octubre;11;11/10/2014;5:00:00;25,3;25,4;25,3;0;---;0;---;0;0;---;25,3;22,8;22,8;---;1010,5;0;0;0;0;0;0;0;0;0;0,145;27,2;73;22;29,4;0,004;699;1;100;30
Octubre;11;11/10/2014;5:30:00;25,2;25,3;25,2;0;---;0;---;0;0;---;25,2;22,7;22,7;---;1010,6;0;0;0;0;0;0;0;0;0;0,142;27,1;74;22,1;29,3;0;699;1;100;30
Octubre;11;11/10/2014;6:00:00;25,2;25,2;25,2;0;---;0;---;0;0;---;25,2;22,7;22,7;---;1011,1;0;0;1;0,04;9;0;0;0;0;0,142;27;74;22;29,2;0,001;697;1;100;30
Octubre;11;11/10/2014;6:30:00;25,2;25,3;25,2;0;---;0;---;0;0;---;25,2;22,8;22,8;---;1011,9;0;0;23;0,99;37;0;0;0;0;0,144;27;74;22;29,2;0;701;1;100;30
Octubre;11;11/10/2014;7:00:00;25,6;25,6;25,2;0;---;0;---;0;0;---;25,6;23,1;23,1;---;1012,4;0;0;61;2,62;84;0;0;0;0;0,15;27;74;22;29,2;0,002;701;1;100;30
Octubre;11;11/10/2014;7:30:00;26,3;26,3;25,6;0;---;0;---;0;0;---;26,3;23,9;23,9;---;1012,6;0;0;85;3,66;121;0;0;0;0;0,167;27;74;22;29,2;0;700;1;100;30
Octubre;11;11/10/2014;8:00:00;27,6;27,6;26,3;3;-21,5;0;NE;0;0,4;NE;27,6;25,1;25,1;26,4;1013;0;0;165;7,1;213;0;0;0;0;0,192;27,1;74;22,1;29,3;0,004;699;1;100;30
Octubre;11;11/10/2014;8:30:00;28,6;28,6;27,6;12;-3,6;0;NE;0;0,4;NE;28,6;26,6;26,6;30,1;1013;0;0;252;10,84;281;0,7;0,15;1,2;0;0,213;27,4;74;22,4;30;0;699;1;100;30
Octubre;11;11/10/2014;9:00:00;28,7;28,9;28,6;28;8,4;0;SSE;0;0,4;NE;28,7;27,6;27,6;32;1013,2;0;0;284;12,21;436;1,7;0,36;3,1;0;0,216;26,5;66;19,6;27,6;0,008;700;1;100;30
Octubre;11;11/10/2014;9:30:00;29,9;29,9;28,8;40;14,8;0;SSE;0;1,8;SSE;29,9;30;30;38,4;1013,3;0;0;464;19,95;691;3,3;0,71;4,9;0;0,241;26,1;62;18,3;26,8;0;699;1;100;30
Octubre;11;11/10/2014;10:00:00;30,4;30,4;29,9;38;14,5;0;SSE;0;2,2;SSE;30,4;30,3;30,3;38,8;1012,8;0;0;478;20,56;958;4,3;0,92;7,6;0;0,251;25,9;62;18;26,6;0,014;701;1;100;30
Octubre;11;11/10/2014;10:30:00;30,7;30,8;30,3;45;17,4;0;SSE;0;1,8;S;30,7;31,6;31,6;40,6;1012,5;0;0;497;21,37;1065;5,5;1,18;9,2;0;0,258;26,7;60;18,3;27,4;0;701;1;100;30
Octubre;11;11/10/2014;11:00:00;31,8;31,8;30,8;52;20,7;0;SE;0;2,7;SE;31,8;34,8;34,8;50,6;1011,9;0;0;828;35,61;916;7,7;1,65;8,8;0;0,28;28,6;59;19,8;30,3;0,018;698;1;100;30
Octubre;11;11/10/2014;11:30:00;32,3;32,3;31,8;57;22,7;0;SW;0;1,8;SW;32,3;37;37;56,1;1011,3;0;0;987;42,45;1165;9,3;1,99;10;0;0,291;29,9;61;21,6;33,2;0;702;1;100;30
Octubre;11;11/10/2014;12:00:00;32,7;33;32,3;57;23,1;0;S;0;1,8;S;32,7;38,1;38,1;53,9;1010,7;0;0;811;34,88;1107;7,9;1,69;10;0;0,3;30,9;63;23,1;35,4;0,024;702;1;100;30
Octubre;11;11/10/2014;12:30:00;32,2;32,8;32,1;55;22;0;WNW;0;1,3;WNW;32,2;36,2;36,2;43,2;1009,9;0;0;376;16,17;954;4,1;0,88;7,2;0;0,288;31,7;63;23,8;37,1;0;700;1;100;30
Octubre;11;11/10/2014;13:00:00;31,9;32,2;31,9;52;20,9;0;NW;0;1,8;NW;31,9;35,1;35,1;39,5;1009,4;0;0;252;10,84;480;3,2;0,69;6,3;0;0,284;32;64;24,3;38,3;0,01;696;1;100;30
Octubre;11;11/10/2014;13:30:00;32,1;32,1;31,8;54;21,6;0;NW;0;1,8;NW;32,1;35,8;35,8;41,8;1008,9;0;0;314;13,5;693;2,7;0,58;4,4;0;0,286;32,1;65;24,7;39;0;697;1;100;30
Octubre;11;11/10/2014;14:00:00;31,9;32,2;31,9;46;18,9;0,4;NW;0,8;3,6;WSW;31,9;33,9;33,9;40,4;1008,6;0;0;331;14,23;512;2,4;0,51;3,6;0;0,284;32,3;65;24,9;39,5;0,01;698;1;100;30
Octubre;11;11/10/2014;14:30:00;30,8;32;30,8;40;15,7;0,9;NNW;1,61;3,1;NNW;30,8;31;31;35,4;1008,1;0;0;234;10,06;420;0,9;0,19;1,7;0;0,26;32,4;66;25,2;40,2;0;702;1;100;30
Octubre;11;11/10/2014;15:00:00;29,1;30,9;29,1;30;9,7;0,9;NNW;1,61;4;NNW;29,1;28,1;28,1;28,5;1009,1;0;0;64;2,75;179;0;0;0;0;0,223;32,3;67;25,4;40,2;0,006;699;1;100;30
Octubre;11;11/10/2014;15:30:00;25,9;29,1;25,9;0;---;0,9;NE;1,61;3,1;NE;25,9;23,5;23,5;---;1009,9;0,39;1,87;21;0,9;32;0;0;0;0;0,159;31,8;67;24,9;38,5;0;699;1;100;30
Octubre;11;11/10/2014;16:00:00;25;25,9;25;0;---;0,4;NE;0,8;2,2;ESE;25;22,6;22,6;---;1009,4;0,05;0,5;12;0,52;21;0;0;0;0;0,139;31,2;68;24,6;37,1;0,003;701;1;100;30
Octubre;11;11/10/2014;16:30:00;25;25,1;24,9;0;---;0;NE;0;0,4;NE;25;22,6;22,6;---;1009,8;0;0;2;0,09;7;0;0;0;0;0,139;30,6;69;24,3;36,3;0;698;1;100;30
Octubre;11;11/10/2014;17:00:00;25,1;25,1;25;0;---;0;---;0;0;---;25,1;22,6;22,6;---;1009,4;0,01;0;1;0,04;5;0;0;0;0;0,14;30,2;70;24,1;35,6;0,001;699;1;100;30
Octubre;11;11/10/2014;17:30:00;25,2;25,2;25,1;0;---;0;NE;0;0,4;NE;25,2;22,7;22,7;---;1009,4;0,01;0;5;0,22;7;0;0;0;0;0,142;29,8;70;23,8;34,8;0;699;1;100;30
Octubre;11;11/10/2014;18:00:00;25,2;25,3;25,2;0;---;0;---;0;0;---;25,2;22,8;22,8;---;1009,5;0,01;0,03;2;0,09;12;0;0;0;0;0,144;29,5;71;23,7;34,2;0,001;692;1;100;30
Octubre;11;11/10/2014;18:30:00;25,1;25,2;25,1;0;---;0;NE;0;0,4;NE;25,1;22,6;22,6;---;1009,7;0;0;0;0;0;0;0;0;0;0,14;29,3;71;23,5;33,7;0;702;1;100;30
Octubre;11;11/10/2014;19:00:00;25;25,1;24,9;0;---;0;---;0;0;---;25;22,6;22,6;---;1010,2;0,01;0;0;0;0;0;0;0;0;0,139;29,1;71;23,3;33,3;0,004;701;1;100;30
Octubre;11;11/10/2014;19:30:00;25;25,1;25;0;---;0;---;0;0;---;25;22,6;22,6;---;1010,7;0;0;0;0;0;0;0;0;0;0,139;28,8;72;23,3;33;0;699;1;100;30
Octubre;11;11/10/2014;20:00:00;25,1;25,2;25;0;---;0;NE;0;0,4;NE;25,1;22,7;22,7;---;1011,3;0;0;0;0;0;0;0;0;0;0,141;28,6;72;23,1;32,4;0,004;701;1;100;30
Octubre;11;11/10/2014;20:30:00;25,2;25,2;25,1;0;---;0;---;0;0;---;25,2;22,7;22,7;---;1011,8;0;0;0;0;0;0;0;0;0;0,142;28,5;73;23,2;32,3;0;700;1;100;30
Octubre;11;11/10/2014;21:00:00;25,2;25,2;25,2;0;---;0;---;0;0;---;25,2;22,7;22,7;---;1012,1;0;0;0;0;0;0;0;0;0;0,142;28,3;73;23;31,8;0,004;699;1;100;30
Octubre;11;11/10/2014;21:30:00;25,1;25,2;25,1;0;---;0;---;0;0;---;25,1;22,7;22,7;---;1012;0;0;0;0;0;0;0;0;0;0,141;28,2;73;22,9;31,5;0;702;1;100;30
Octubre;11;11/10/2014;22:00:00;25,1;25,2;25,1;0;---;0;---;0;0;---;25,1;22,7;22,7;---;1011,8;0;0;0;0;0;0;0;0;0;0,141;28,1;73;22,8;31,2;0,004;701;1;100;30
Octubre;11;11/10/2014;22:30:00;25,1;25,2;25,1;0;---;0;---;0;0;---;25,1;22,7;22,7;---;1011,8;0;0;0;0;0;0;0;0;0;0,141;27,9;74;22,9;31,1;0;697;1;100;30
Octubre;11;11/10/2014;23:00:00;25;25,1;25;0;---;0;---;0;0;---;25;22,6;22,6;---;1011,8;0;0;0;0;0;0;0;0;0;0,139;27,9;74;22,9;31,1;0,004;700;1;100;30
Octubre;11;11/10/2014;23:30:00;24,8;25,1;24,8;0;---;0;---;0;0;---;24,8;22,4;22,4;---;1011,2;0;0;0;0;0;0;0;0;0;0,135;27,8;74;22,8;30,8;0;695;1;100;30
Octubre;12;12/10/2014;0:00:00;24,7;24,8;24,6;0;---;0;NE;0;0,4;NE;24,7;22,2;22,2;---;1011;0;0;0;0;0;0;0;0;0;0,132;27,8;74;22,7;30,7;0,004;699;1;100;30
Octubre;12;12/10/2014;0:30:00;24,5;24,6;24,5;0;---;0;---;0;0;---;24,5;22;22;---;1010,5;0;0;0;0;0;0;0;0;0;0,128;27,7;75;22,8;30,6;0;701;1;100;30
Octubre;12;12/10/2014;1:00:00;24,3;24,5;24,3;0;---;0;---;0;0;---;24,3;21,8;21,8;---;1010,2;0;0;0;0;0;0;0;0;0;0,124;27,6;75;22,7;30,4;0,004;703;1;100;30
Octubre;12;12/10/2014;1:30:00;24,1;24,3;24,1;0;---;0;---;0;0;---;24,1;21,5;21,5;---;1010;0;0;0;0;0;0;0;0;0;0,119;27,3;75;22,5;29,9;0;697;1;100;30
Octubre;12;12/10/2014;2:00:00;23,9;24,1;23,9;0;---;0;---;0;0;---;23,9;21,3;21,3;---;1010,2;0,01;0;0;0;0;0;0;0;0;0,116;27,2;75;22,4;29,7;0,004;700;1;100;30
Octubre;12;12/10/2014;2:30:00;23,8;23,9;23,8;0;---;0;---;0;0;---;23,8;21,3;21,3;---;1010,3;0;0;0;0;0;0;0;0;0;0,115;27,1;75;22,3;29,4;0;699;1;100;30
Octubre;12;12/10/2014;3:00:00;23,8;23,9;23,8;0;---;0;---;0;0;---;23,8;21,2;21,2;---;1010,2;0;0;0;0;0;0;0;0;0;0,113;27;76;22,4;29,4;0,004;700;1;100;30
Octubre;12;12/10/2014;3:30:00;23,7;23,8;23,7;0;---;0;---;0;0;---;23,7;21,1;21,1;---;1009,8;0;0;0;0;0;0;0;0;0;0,112;26,9;76;22,4;29,3;0;700;1;100;30
Octubre;12;12/10/2014;4:00:00;23,8;23,8;23,7;0;---;0;---;0;0;---;23,8;21,3;21,3;---;1009,7;0;0;0;0;0;0;0;0;0;0,115;26,8;76;22,2;29,1;0,004;700;1;100;30
Octubre;12;12/10/2014;4:30:00;23,6;23,8;23,6;0;---;0;---;0;0;---;23,6;21;21;---;1010,1;0;0;0;0;0;0;0;0;0;0,11;26,8;76;22,2;29,1;0;703;1;100;30
